Algorithm,Error Reason,Utterance,Assigned label,predicted_label,predicted_confidence,cluster_confidence,assigned_topic,predicted_topic,Topic
HDBSCAN,Model Error,WTF??? I tried to withdraw some money at a Metro bank on High St. Kensington and without any notice it disappeared in the machine. The bank was already closed so I couldn't do anything. How do I get it back?,card_swallowed,declined_cash_withdrawal,0.6703794,0.467878444,atm_cash_withdrawal,atm_cash_withdrawal,Within
HDBSCAN,Model Error,How long until my transfer goes through?,transfer_timing,pending_transfer,0.529266417,0.184767255,transfers,transfers,Within
HDBSCAN,Model Error,how long dies it take for transfers to reflect on my balance,transfer_timing,balance_not_updated_after_bank_transfer,0.705766857,0.378988135,transfers,transfers,Within
HDBSCAN,Mislabel,When does the money get transferred to my account,transfer_timing,balance_not_updated_after_bank_transfer,0.898244858,0.737112194,transfers,transfers,Within
HDBSCAN,Model Error,How long does it take for a transfer?,transfer_timing,pending_transfer,0.649268329,0.225260439,transfers,transfers,Within
HDBSCAN,Mislabel,I've tried numerous times to submit a transfer of funds. Why isn't it going through?,beneficiary_not_allowed,failed_transfer,0.861623764,1,transfers,transfers,Within
HDBSCAN,Model Error,How do I do a successful transfer to an account?,beneficiary_not_allowed,transfer_into_account,0.564862371,0.06431184,transfers,transfers,Within
HDBSCAN,Mislabel,I tried to transfer money but it said it wasn't possible? I've done this before and it worked why isn't it working now?,beneficiary_not_allowed,failed_transfer,0.919672728,0.534184229,transfers,transfers,Within
HDBSCAN,Mislabel,Why isn't my transfer going through? I get a message saying it's not possible. I've had no issues in the past.,beneficiary_not_allowed,failed_transfer,0.648961365,0.363036264,transfers,transfers,Within
HDBSCAN,Mislabel,The account transfer I was trying to do failed.,beneficiary_not_allowed,failed_transfer,0.872537613,0.352322465,transfers,transfers,Within
HDBSCAN,Mislabel,Can you help with a transfer to an account,beneficiary_not_allowed,transfer_into_account,0.60921222,0.082891296,transfers,transfers,Within
HDBSCAN,Mislabel,What are your policies for card transfers?,failed_transfer,transfer_into_account,0.13837643,0.291506615,transfers,transfers,Within
HDBSCAN,Model Error,What is stopping my money from transferring?,failed_transfer,beneficiary_not_allowed,0.869260311,0.622734735,transfers,transfers,Within
HDBSCAN,Vague,help me with my transfer,failed_transfer,declined_transfer,0.444181293,0.67438611,transfers,transfers,Within
HDBSCAN,Model Error,How does a transfer work?,transfer_into_account,declined_transfer,0.308996052,0.29131248,transfers,transfers,Within
HDBSCAN,Model Error,Can I purchase extra non-virtual cards?,getting_spare_card,get_disposable_virtual_card,0.617457449,0.169574514,virtual_disposable_cards,virtual_disposable_cards,Within
HDBSCAN,Model Error,How can I top-up my card?,top_up_by_cash_or_cheque,topping_up_by_card,0.862873793,1,top_up,top_up,Within
HDBSCAN,Model Error,Can I make multiple online transactions with my virtual card?,virtual_card_not_working,get_disposable_virtual_card,0.476906061,0.135878137,virtual_disposable_cards,virtual_disposable_cards,Within
HDBSCAN,Mislabel,Is there a fee for exchanging cash?,wrong_exchange_rate_for_cash_withdrawal,exchange_charge,0.843247652,1,exchange_rate_currency,exchange_rate_currency,Within
HDBSCAN,Model Error,I feel like too much money was taken during my currency exchange.,wrong_exchange_rate_for_cash_withdrawal,card_payment_wrong_exchange_rate,0.522303641,0.337632554,exchange_rate_currency,exchange_rate_currency,Within
HDBSCAN,Vague,how do VR cards work,get_disposable_virtual_card,getting_virtual_card,0.374893546,0.648086011,virtual_disposable_cards,virtual_disposable_cards,Within
HDBSCAN,Model Error,I would like a temporary virtual card,get_disposable_virtual_card,getting_virtual_card,0.809806585,0.345863472,virtual_disposable_cards,virtual_disposable_cards,Within
HDBSCAN,Model Error,Can i get a single use virtual card,get_disposable_virtual_card,getting_virtual_card,0.560025215,0.250727107,virtual_disposable_cards,virtual_disposable_cards,Within
HDBSCAN,Vague,how does a virtual card work,get_disposable_virtual_card,getting_virtual_card,0.397601485,0.217612219,virtual_disposable_cards,virtual_disposable_cards,Within
HDBSCAN,Mislabel,how many transactions can i make with a disposable card,get_disposable_virtual_card,disposable_card_limits,0.953023791,0.336685856,virtual_disposable_cards,virtual_disposable_cards,Within
HDBSCAN,Model Error,Why didn`t my topup go through?,top_up_failed,top_up_reverted,0.950637937,0.21797409,top_up,top_up,Within
HDBSCAN,Model Error,Why would my topup not go through?,top_up_failed,top_up_reverted,0.734620154,0.122620043,top_up,top_up,Within
HDBSCAN,Mislabel,How long does it take for an international transfer into my account?,balance_not_updated_after_bank_transfer,transfer_timing,0.864302754,0.483923811,transfers,transfers,Within
HDBSCAN,Mislabel,When will my transfer be available in my account.,balance_not_updated_after_bank_transfer,transfer_timing,0.960070133,1,transfers,transfers,Within
HDBSCAN,Model Error,I didn't get the money I transferred,balance_not_updated_after_bank_transfer,transfer_not_received_by_recipient,0.679181576,0.180637471,transfers,transfers,Within
HDBSCAN,Mislabel,How long does a UK transfer take?,balance_not_updated_after_bank_transfer,transfer_timing,0.496072501,0.185184208,transfers,transfers,Within
HDBSCAN,Mislabel,I made an out of country transfer and it hasn't went through yet.,balance_not_updated_after_bank_transfer,transfer_not_received_by_recipient,0.723448753,0.359708409,transfers,transfers,Within
HDBSCAN,Mislabel,I transferred some money but it is yet to arrive.,balance_not_updated_after_bank_transfer,transfer_not_received_by_recipient,0.693219602,0.145438095,transfers,transfers,Within
HDBSCAN,Model Error,Why don't I have my transfer?,balance_not_updated_after_bank_transfer,failed_transfer,0.829954505,0.955290681,transfers,transfers,Within
HDBSCAN,Mislabel,How long until my transfer will be available to me,balance_not_updated_after_bank_transfer,transfer_timing,0.443069965,0.164037916,transfers,transfers,Within
HDBSCAN,Mislabel,My transfer is pending.,balance_not_updated_after_bank_transfer,pending_transfer,0.963071704,1,transfers,transfers,Within
HDBSCAN,Mislabel,whats your exchange rate,exchange_charge,exchange_rate,0.972351432,0.698716972,exchange_rate_currency,exchange_rate_currency,Within
HDBSCAN,Mislabel,Where do I find the exchange rate?,exchange_charge,exchange_rate,0.973204792,0.953267989,exchange_rate_currency,exchange_rate_currency,Within
HDBSCAN,Model Error,"If I want to exchange currency, will there be extras?",exchange_charge,exchange_via_app,0.943656087,1,exchange_rate_currency,exchange_rate_currency,Within
HDBSCAN,Mislabel,Is it okay to use a bank card to top up,top_up_by_card_charge,topping_up_by_card,0.878879905,0.699528586,top_up,top_up,Within
HDBSCAN,Mislabel,WHAT CAN I DO AFTER THE CARD MISSING,activate_my_card,lost_or_stolen_card,0.93028748,0.401949743,new_card,new_card,Within
HDBSCAN,Mislabel,"I will need to get a new card soon, how do I order?",card_about_to_expire,order_physical_card,0.483772755,0.126038203,new_card,new_card,Within
HDBSCAN,Model Error,How can I verify my indentity?,verify_my_identity,why_verify_identity,0.728949845,0.199774133,identity_verification,identity_verification,Within
HDBSCAN,Model Error,I need to verify my identity,verify_my_identity,why_verify_identity,0.723252475,0.198413903,identity_verification,identity_verification,Within
HDBSCAN,Model Error,do the details of my profile have to match my documents,verify_my_identity,why_verify_identity,0.581933081,0.277602401,identity_verification,identity_verification,Within
HDBSCAN,Model Error,Is there any way to verify who I am?,verify_my_identity,why_verify_identity,0.708794773,0,identity_verification,identity_verification,Within
