sentence,sentiment_label,sentiment_score
What's the maximum amount I can top up my card with please?,1 star,0.27702534198760986
How can I information on my limit for top-ups?,3 stars,0.25485339760780334
It seems I need to get information on limits for top-ups.,3 stars,0.6078298091888428
Are there any top-up limits involved?,3 stars,0.3333858251571655
What is my top-up limit?,3 stars,0.2405529022216797
Are there limits with top-up?,3 stars,0.35754337906837463
What is the max top-up?,5 stars,0.5057669281959534
What is your maximum top up limit per day?,1 star,0.26606595516204834
"I need to add a serious amount of cash to my card, how do I do that?",1 star,0.32405567169189453
Tell me about the limit for top ups.,4 stars,0.32423508167266846
Is there a limit to my top-up?,3 stars,0.3416357636451721
Is there a topping up limit?,2 stars,0.29300326108932495
Can I create my own top-up limit?,5 stars,0.22001497447490692
Can I top up?,5 stars,0.27988073229789734
How much could I top up?,5 stars,0.2636013329029083
How many top-ups can be approved?,5 stars,0.31389713287353516
What is the top-up limit?,3 stars,0.2539520263671875
Do you limit my top-offs?,2 stars,0.3103063702583313
Is the top-up amount unlimited?,3 stars,0.35503217577934265
How many top-ups can I use?,5 stars,0.5069846510887146
Is there a maximum for top-ups?,3 stars,0.38290032744407654
Will you set a limit to my top-up?,3 stars,0.24592134356498718
Is there a top-up limit?,3 stars,0.337642103433609
How often am I able to top-up?,3 stars,0.2770065665245056
Can someone please tell me how much I can top-up?,3 stars,0.24231259524822235
What is the maximum for top-ups?,3 stars,0.2864697277545929
Do you have any top-up limits?,2 stars,0.28674912452697754
Do top-ups have a limit?,3 stars,0.35065338015556335
Can I top up any amount?,3 stars,0.2710777819156647
Can I use as many top-ups as I want?,5 stars,0.32978251576423645
Do I need to use a limit on top-ups?,3 stars,0.3529602885246277
What amount can I top-up?,3 stars,0.22883914411067963
Can you tell me the limit for top ups?,3 stars,0.2805280089378357
I need someone to assist me with explaining how much I can top-up.,5 stars,0.33117005228996277
What is the most I can top-up?,5 stars,0.7325267791748047
Is there a limit for top ups?,3 stars,0.36878129839897156
What is the max I can top up?,5 stars,0.470371812582016
How often can I top up my account?,3 stars,0.24228039383888245
What's the amount that I can top-up?,3 stars,0.2878388464450836
Do you limit my top-ups?,2 stars,0.3171952962875366
is there a limit on top ups,3 stars,0.4162032902240753
What is the top-up limit on my cards?,5 stars,0.24721986055374146
What's my limit for topping up?,2 stars,0.2765594720840454
what are limits to top up,5 stars,0.34236961603164673
Is there any amount in which I would get cut off from topping up?,2 stars,0.3364616334438324
How much is the limit for top-ups?,2 stars,0.3481473922729492
How much can I top up on my card?,5 stars,0.35008594393730164
limits on top ups,5 stars,0.36208686232566833
What is the daily limit on my card?,2 stars,0.2886379361152649
What's the top-up limit?,3 stars,0.24908041954040527
Why did I only receive a partial amount of what I tried to withdraw?,1 star,0.6506403088569641
my atm transaction was wrong,1 star,0.6159693002700806
why did i only get 20.00,1 star,0.4930354058742523
Why is my cash request and the amount I received different?,1 star,0.35132208466529846
"I tried to withdraw $100, all it gave me was $20.",1 star,0.7408922910690308
The ATM didn't give me enough money.,2 stars,0.47066590189933777
When I went to withdraw cash today the ATM gave me the wrong amount of cash. The app is showing a larger amount.,1 star,0.6748276948928833
I didn't get the all the cash i wanted from the atm,1 star,0.451989084482193
I received $20 but I entered $100,1 star,0.5071030855178833
"Hi, I used an ATM today to take money out of my account, but the amount it gave me is not the amount I requested. What should I do?",2 stars,0.34258052706718445
Did a WD earlier at an ATM.  The amount showing in the App is more than I got though.,3 stars,0.5132501125335693
I didn't get the correct amount of money from the ATM machine,1 star,0.3960384726524353
Some cash was missing at ATM.,3 stars,0.45387953519821167
I didn't get all the cash I asked for,1 star,0.48051533102989197
I tried to withdraw $100 but only got $20. What happened?,1 star,0.7073432803153992
how come when i asked for 100 it only gave me 20.00 in the app,1 star,0.39467716217041016
Asked for $100 but only got $20. Why would this happen?,1 star,0.549624502658844
I wanted to withdraw $100 from the ATM but I only got $20,1 star,0.537227213382721
I got less money than I asked for.,2 stars,0.47355738282203674
"Hi, Please help me to request cash back. As i have been withdrawn money from ATM, but i got wrong amount. in Application its showing the amount i have been charged through.",1 star,0.6276583671569824
The cash I wanted wasn't there.,2 stars,0.35774585604667664
I requested a higher amount for my cash withdrawal,1 star,0.47386085987091064
The amount of cash I received did not match the amount I requested,2 stars,0.3516215980052948
The ATM didn't give me the full requested amount,1 star,0.3801952302455902
The amount of cash I received was not the full amount,2 stars,0.34985318779945374
How can I request cash back? The ATM just gave me the wrong amount that I've been charged though...,1 star,0.6705347299575806
I was only given $20 after trying to withdraw $100,1 star,0.6131354570388794
I received less cash than the amount I specified in the ATM.,2 stars,0.4417303502559662
I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested.  I believe my account was charged for 100 but I only got 80.  Is there any way we can solve this problem?,1 star,0.5178860425949097
I got less cash than what I specified at the ATM.,2 stars,0.4750540554523468
Why did I not get the amount of money I requested?,1 star,0.5176492929458618
I'm at the ATM right now and it only allowed me to withdraw 10 pounds instead of my requested 30. What's going on? How can I fix this?,1 star,0.48415449261665344
I got $20 when I should've gotten $100,1 star,0.4616025984287262
How can I request cash back? The ATM gave me the wrong amount that I've been charged though...,1 star,0.6801804304122925
I didn't receive the amount of cash I requested for the ATM.,2 stars,0.41131913661956787
my cash balance less than what I thought,2 stars,0.3518189787864685
It didn't give me my cash,1 star,0.56581711769104
It kept my cash,4 stars,0.30617761611938477
I only got $20 of the $100 that I attempted to withdraw.,1 star,0.6625721454620361
"Hi, I draw out some money from the ATM today. The ATM has given me wrong amount and the application is displaying more amount than i withdraw.",1 star,0.5475709438323975
I tried taking out 30 pounds from the ATM just now and it only gave me 10. Why would it do that? I need the 30 pounds now!,1 star,0.3978247046470642
"HELP! I tried to get cash and it gave me some, but not the right amount!",2 stars,0.37020981311798096
"I am calling because the ATM didn't give me the right amount of cash, but my app shows the actual amount I wanted to withdraw. What should I do to get my money back?",1 star,0.6594052910804749
Why didn't I receive the right amount of cash?,1 star,0.5953077077865601
Why didn't I receive the right amount of cash at the ATM?,1 star,0.5568925142288208
I received the wrong amount of cash back,1 star,0.7067456245422363
Why did I only get $20 now the full amount I wanted?,1 star,0.4499950110912323
The amount of cash I selected to withdraw is different than what I received.,1 star,0.42335471510887146
What do I need to do to get cash back? The ATM gave me the wrong amount that I requested but the app is showing the amount to be correct.,1 star,0.4278762638568878
What do I need to do to request cash back? The ATM actually just gave me the wrong amount. The app I actually chose the right amount.,1 star,0.7243314981460571
I was just giving the wrong amount by the ATM. How do I request cash back at this point? The app is showing the amount that I actually requested even though that's not what I got.,1 star,0.5647873282432556
"I normally don't use ATMs, but I was in a rush today and had to withdraw some cash. The ATM gave me the wrong amount of money and now my app is not showing the same amount as it should. What do I do?",2 stars,0.385034441947937
I received incorrect amount of cash from an ATM today. It was more than I wanted. What do I do now?,5 stars,0.43671995401382446
ATM is broken. It did not give me the full amount (30 pounds.)  I'm standing here with only 10 pounds and it's telling me it gave me 30 pounds. I need assistance now!,1 star,0.6814626455307007
Why didn't the ATM give me all my money,1 star,0.673202633857727
I did not get the right amount of cash from the ATM.,2 stars,0.41446882486343384
Why did I get less from the ATM?,2 stars,0.3559638261795044
The ATM only gave me 10 pounds when I withdrew 30. What do I do?,1 star,0.4590025842189789
Machines make mistakes too! The ATM gave me the wrong amount of money. Too much!,1 star,0.7471233010292053
I could only take the amount of money that was available to me which was less then I expected.,3 stars,0.44597694277763367
I was given less cash then I wanted.,2 stars,0.35394197702407837
"Hello, I didn't receive the right amount on my ATM transaction,  the app shows the correct amount how can we fix this",1 star,0.3802476227283478
I did not receive my full withdrawal amount,1 star,0.668504536151886
I received a different amount of cash than what I entered.,1 star,0.428153395652771
"I only received $20, but I requested $100.",1 star,0.4968104660511017
"Help, your app is showing a larger WD than I actually did earlier at an ATM.",5 stars,0.31531497836112976
"I think something went wrong, I didn't get the right amount.",2 stars,0.4352435767650604
What do I do if I got the wrong amount at the ATM?,1 star,0.34638267755508423
I did not receive the right amount of cash I requested,1 star,0.6168287992477417
I attempted to withdraw some money from an ATM this morning and received the wrong amount. Your app says I have enough money available in the account. Can someone tell me what's wrong?,1 star,0.7493898868560791
What happens if the ATM doesn't give the right amount of money?,1 star,0.49226805567741394
I asked for more cash than what was received,2 stars,0.357843279838562
Why can't I take $100 out,1 star,0.5805496573448181
I requested $100 but only got $20,1 star,0.383710652589798
"I took out cash from the ATM, but something must have went wrong, My account shows the correct amount of cash I took out, but the ATM didn't give me that amount. How do I get my money back?",1 star,0.556545078754425
I tried withdrawing but my cash is not showing up?,1 star,0.5853903889656067
I was not able to receive the correct amount of cash.,1 star,0.4205111563205719
I didn't receive the correct amount of cash,1 star,0.43017905950546265
I did not get enough cash,2 stars,0.39511212706565857
"I tried to withdraw some money from an ATM this morning but wasn't able to get the amount of cash I needed. The amount in the app says what I was trying to withdraw was deducted, but I don't have any money. What do I do about this?",1 star,0.5555070042610168
The ATM is showing it gave me the money I requested but I didn't get that amount.,1 star,0.33454492688179016
The correct amount of cash was not received.,1 star,0.46350669860839844
I am so angry right now!  I went to the ATM and did not get the correct amount of money I chose to withdraw.  How could this happen?  I need my money and want to know how I can get it ASAP!,1 star,0.8748249411582947
I was given the wrong amount of cash,1 star,0.6377069354057312
The atm didn't give me all my cash,1 star,0.5555497407913208
"Why did I not get all the money that I asked for? I asked for all the cash in my my account, but I only got about half. Why is that??",1 star,0.545918881893158
I did not ask for the amount of cash that I received.,2 stars,0.36847957968711853
Got only $20 when I tried to withdraw $100.,1 star,0.6311441659927368
The app is showing that I received alot more money than I actually received from the ATM. This occurred earlier today.,1 star,0.3952924609184265
The ATM gave me less cash than requested,2 stars,0.4249967932701111
Why didn't I receive all the cash I requested?,1 star,0.6196227669715881
I tried to withdraw 40 pounds but only 20 came out. Did you steal my money?,1 star,0.8123965263366699
Yikes!  I didn't get the amount of money that I requested.  What do I do now?,1 star,0.6077987551689148
How can I request cash back? The ATM just gave me a different amount than what I've been charged though...,1 star,0.5155146718025208
I selected to withdrawal 30 pounds but only received 10. I'm still standing in front of the ATM. The app shows i took out 30 pounds also. How do i fix this?,1 star,0.5117183327674866
My cash received does not match what has been requested,1 star,0.4174019992351532
I was not given the amount of cash I withdrew,1 star,0.6472803354263306
I was not distributed all of cash that I requested,1 star,0.6543338298797607
The machine gave me the wrong amount of cash.,1 star,0.6657273769378662
"I asked for a certain amount of money from the ATM, but it gave me a different amount. Less than what I asked for.",2 stars,0.4778274595737457
"I asked for $40 and I only received $20, what happened?",1 star,0.6159146428108215
Why didn't I get the amount I requested at the ATM?,1 star,0.3742448389530182
The ATM didn't give me enough money! I asked for more than it gave. What do I do?,1 star,0.5843191146850586
I received the wrong amount of cash.,1 star,0.7075108289718628
I haven't received my cash yet.,1 star,0.4384493827819824
I did not get all the cash at ATM.,1 star,0.4714679718017578
"If the ATM only gave me 10 pounds instead of the 30 I requested, what do I do?",2 stars,0.32506126165390015
Earlier today I took money out the ATM. After checking the app the amount is so much higher than the amount I received.,1 star,0.4696793258190155
Why did I get less cash than what I asked in the ATM?,1 star,0.3924722671508789
My cash withdrawal was short.,2 stars,0.41284218430519104
I was not distributed the correct amount of cash that I asked for,1 star,0.4858895540237427
The ATM shows a withdraw of the amount of money I requested but I didn't revieve that amount in cash.,2 stars,0.346272349357605
"When I went to $100, all the machine would give me was $20.",1 star,0.5563513040542603
What happens if the ATM gives me the wrong amount of money?,1 star,0.5800235271453857
i did not get any money but still was charged,1 star,0.5883839130401611
You shorted me money when I tried to make a withdrawal.,1 star,0.6458019018173218
i asked for 100 only got 80,1 star,0.3792164921760559
"I got some cash at an ATM earlier, but now app is showing that I withdrew more than I did.  Help!",1 star,0.6024932861328125
Cash withdrawal was incorrect at ATM.,1 star,0.4844279885292053
"I withdrew money from an ATM today, and now my account is showing a different amount than what I withdrew. I checked the amount the ATM gave me, and it looks like it gave me the wrong amount of money. What is the best thin for me to do to get this fixed?",1 star,0.732088565826416
Why did the ATM give me less money than what I requested?,1 star,0.4308346211910248
I did not receive the right amount of cash.,1 star,0.5087286233901978
How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten.,5 stars,0.4543147385120392
Why did I not get the amount I specified at the ATM?,1 star,0.40734967589378357
The ATM didn't give me what I asked for but my balance says it did,3 stars,0.5020389556884766
I got less cash than what I specified for through the ATM.,2 stars,0.4742994010448456
What happened! I asked for 30 pounds at your ATM and only go 10. The machine lied about it too. It said I received the full 30 pounds. Someone better help me asap on this.,1 star,0.7901248931884766
A wrong amount of cash we sent to me.,1 star,0.7532531023025513
"I took out money, and didn't get all of it.",1 star,0.5060557126998901
How can I get cash back? The ATM just gave me the wrong amount that I've been actually charged though...,1 star,0.6002798080444336
"Please help me with the amount that i have withdrawn from the ATM today, the ATM has given me wrong sum of amount, and i could see that the app is displaying the greater amount than taken out.",1 star,0.4397108256816864
I withdrew $100 but only received $20,1 star,0.5797889828681946
I requested money from the ATM and it didn't give me as much as I requested.,2 stars,0.4930064380168915
"Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do??",1 star,0.4982951283454895
$20 came out instead of $100,1 star,0.6208660006523132
How can I fix this? The ATM gave me more cash than I'd asked for.,5 stars,0.44555535912513733
I could not get the cash I wanted,1 star,0.42413827776908875
I wanted to take out $100 but I only got $20.,1 star,0.3741002678871155
"Help, the ATM didn't give me all the money I requested",1 star,0.5485774278640747
The cash I asked for still hasn't been received,1 star,0.3278006911277771
I wanted $100 but only got $20,1 star,0.3372253477573395
The ATM didn't give me the amount I asked for,2 stars,0.4170655608177185
Where'd the rest of my cash go from the ATM,1 star,0.5217680931091309
I got less cash at the ATM than I asked for. Why?,2 stars,0.4412970244884491
There was a limited amount of money available at the time of my transaction.,2 stars,0.3976047933101654
My cash withdrawal was not entirely complete,2 stars,0.41940322518348694
The atm didn'y give me all the cash,1 star,0.5001567602157593
The ATM is messed up. It gave me less than I wanted.,2 stars,0.5460804104804993
I received the wrong amount of cash from the ATM. Can you help?,1 star,0.6900737285614014
ATM only gave me $20 instead of $100,1 star,0.4520777761936188
I was only given $20 when I tried to get $100,1 star,0.4534764587879181
I needed $100 but all it gave me was $20.,1 star,0.4209715723991394
I tried pulling out money at the ATM and it gave me an incorrect amount back.,1 star,0.7069736123085022
Why did I only get $20 when I asked for $100?,1 star,0.5212824940681458
The amount of cash i have received is not correct.,3 stars,0.3866047263145447
How can I get my money that I didn't get from the ATM?,1 star,0.546930193901062
"Hi, Today i have withdrawn cash from ATM but i got wrong amount and in the app it is showing much more amount than that.",1 star,0.42544475197792053
I didn't get all the money I asked for,1 star,0.4998442530632019
The ATM did not give me as much cash as I requested.,2 stars,0.4671090245246887
How can I request cash back? The ATM just gave me a different amount than what I've been actually charged though...,1 star,0.5265972018241882
Why is my withdrawal wrong? I took out $100 but only received $20.,1 star,0.6901930570602417
I asked for cash but I did not receive all the funds,1 star,0.5304972529411316
The ATM I'm standing in front of only gave me 10 pounds rather than the 30 pounds I wanted. The app shows I took out 30 pounds also. What do I need to do to fix this?,2 stars,0.3748461604118347
I only got some of the cash I requested from the ATM,2 stars,0.3326680660247803
"I am at the ATM and tried to withdraw 30 pounds and it only gave me 10 pounds, what do I do?",1 star,0.5501742959022522
I got the incorrect amount of money given to me from my account,1 star,0.6451465487480164
I did not receive the correct amount of cash.,1 star,0.43804267048835754
I did not receive all of my cash back,1 star,0.6415603160858154
I got some cash but it wasn't the right amount.,3 stars,0.4076625406742096
Can you explain why the ATM is giving me less money than what I asked for?,1 star,0.3388212025165558
I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money?,1 star,0.6439589262008667
I visited the ATM but got less money than what I requested. Why?,2 stars,0.4263545572757721
I couldn't get the money I needed.,2 stars,0.4650057554244995
Who should I contact if the amount of my withdrawal doesn't correspond to the amount that I tried to take out of my account?,1 star,0.4904237389564514
I made an ATM withdraw it didn't give me the amount I asked for but is showing a withdraw for that amount.,1 star,0.49590376019477844
So I just went to the ATM to get some cash.  I input that I needed 100 pounds but I only got 80.  I have the receipt  and I am in need of the extra money.  How do I go about obtaining the missing amount?,2 stars,0.38896360993385315
The amount of money I pushed at the atm machine did not come out of the machine.,2 stars,0.3873564600944519
"I got less than what i asked for in the ATM, why?",2 stars,0.43598636984825134
"I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now!",1 star,0.7153724431991577
The machine only paid me a hundred when I wanted 20,1 star,0.39191868901252747
There was a fee charged when I paid with my card.,1 star,0.35976842045783997
I received a fee I should not have.,1 star,0.5015403032302856
Why am I being a charged for using my card?,1 star,0.43381205201148987
Tell me why there is a fee for a card payment.,3 stars,0.25161466002464294
I don't understand why I'm being charged for using my card.,2 stars,0.3624805510044098
I paid with my card so so why was I charged a transaction fee?,1 star,0.3761138916015625
"I shouldn't have been charged but I see a fee, why?",1 star,0.29826033115386963
"i made a payment with my card and was charged a fee, why would you do that",1 star,0.4682747423648834
A fee came along with me paying with card,5 stars,0.3054634630680084
I had to pay a fee when buying items with my card.,2 stars,0.33254092931747437
Why is there a fee when I thought there would be no fees?,1 star,0.42802509665489197
Why are there fees for using a card?,1 star,0.3345690071582794
I had to pay money for paying with my card.,1 star,0.38140684366226196
"I'm going on holiday to France for 6 weeks with my family and the cat, Fluffy.  I just purchased €10,000 from a currency exchange to ensure we don't run short but there appears to be a fee.  What is this for?",1 star,0.4868849515914917
What are the reasons to be charged a fee on card payments?,1 star,0.35238221287727356
I paid with card and was charged a fee that shouldn't be there!,1 star,0.6850299835205078
Why was I charged an extra fee when paying with card?,1 star,0.44779202342033386
I noticed a new fee on my account. I didn't know there were fees for these payments. What is the policy?,1 star,0.3630529046058655
I don't understand why I was charged an additional fee for this service. Can you clarify?,1 star,0.33184757828712463
Why is there a fee for using my card?,1 star,0.40390443801879883
Why was my transaction charged an extra fee when paying with my card?,1 star,0.4994630515575409
"Where can I find out the fee structure for my account? I have been charged fees for some transactions, but not for other ones. I can't find a pattern in these fees.",3 stars,0.4153291881084442
"On a card payment, why is there a fee?",1 star,0.29979828000068665
Why did I get charged a fee for my card payment?,1 star,0.5036184787750244
Why are you charging me fees for using my card?,1 star,0.43838781118392944
What is the extra fee that showed up on my card?,1 star,0.3010016083717346
Why was I charged a fee for using my card,1 star,0.4889087378978729
Let me know when I get charged extra for payments. I saw on the app a fee I wasn't forewarned about.,3 stars,0.32409247756004333
I was charged a fee for using my card. Can I check that in any way? It seems like there are occasions that I am charge for fees. Can you elaborate this?,3 stars,0.34278932213783264
I got charged a service fee on my account. Can it be waived since I didn't know about it before?,1 star,0.4936910569667816
I think a fee was applied for paying with a card.,3 stars,0.3293331563472748
I'm being charged for using my card!,1 star,0.31462362408638
I bought something with my card and I was charged a fee,1 star,0.3535957932472229
I received an extra charge for using the card. Why?,2 stars,0.29764753580093384
Can you explain why my payment was charged a fee?,1 star,0.45143750309944153
Is there a fee for paying by card?,1 star,0.32811692357063293
Who charged me a fee for paying by card?,1 star,0.5477989912033081
I have a fee showing from last time I used my card.,5 stars,0.28858911991119385
Why is this fee being charged to me after using my card?,1 star,0.5507692098617554
"Why wasn't it obvious that you charge for payments? If you put the fees in an easy to read format, this could have been avoided.",2 stars,0.3405959904193878
Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help!,1 star,0.4022558331489563
I payed with the card and there was an extra fee?,1 star,0.45007655024528503
Is it normal to be charged an extra fee when paying with my card?,3 stars,0.3607901632785797
Why was there a fee for paying by card?,1 star,0.4314082860946655
How did the extra charge on my card come in effect?,3 stars,0.2662026286125183
Please tell me why I was charged additionally when I used the card.,1 star,0.4799472391605377
I made a purchase with my card and I was charged a fee for using it,5 stars,0.4207552373409271
I was made to pay a fee for making a transaction with card.,1 star,0.2951081097126007
"Why, when paying with the card, was I charged an extra fee?",1 star,0.4042859375476837
I have never been charged a card payment fee before. Why did this change?,1 star,0.4176959991455078
What can i pay with out  fees,5 stars,0.3871280550956726
Why and I being charged this fee?,1 star,0.5353913903236389
Why was I charged a fee? I thought shopping was free?,1 star,0.5167608857154846
There was an extra charge when I used my card,3 stars,0.24567890167236328
What is this fee for card payment?,1 star,0.26413533091545105
I saw a fee on my app from one of my payments and I wasn't sure where it came from. Is there a way you can tell me when there's an additional fee for my payments?,3 stars,0.342504620552063
Why was I charged for payments? You didn't warn me about additional fees.,1 star,0.4669392704963684
"i have used my card online before and wasn't charged, why am i charged now",1 star,0.5343441367149353
"I paid with my card and got charged an extra fee, what's up with that?",1 star,0.43286004662513733
I used my card and there was a fee,3 stars,0.21525005996227264
"I am tired of getting charged fees, and I have no idea why, please let me know what/when you charge fees for.",2 stars,0.38200870156288147
Why am I getting a fee on a card payment?,1 star,0.4634820520877838
"Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances.",4 stars,0.35610705614089966
I noticed that i got charged extra for using the card.,3 stars,0.37537214159965515
I paid with a card and there is an extra charge. Why?,1 star,0.3794940412044525
Can you explain why I am now getting charged a fee for using my card?,1 star,0.3479418456554413
"There are multiple instances where you added a fee to the payment, as well as some where you didn't. Do you have an outline of when a fee will be added?",3 stars,0.3807118237018585
I have been charged a fee that I didn't know about. Why have you charged me extra for card payments?,1 star,0.393366277217865
I got a fee when paying with my card,3 stars,0.23029908537864685
why is there a fee for a payment on my card?,1 star,0.45994552969932556
"When using my card I was charged a fee for doing so, why?",1 star,0.3777664601802826
What was I charged a fee for card payment?,1 star,0.478420227766037
What is this extra fee?,1 star,0.3821984529495239
Why did I have to pay extra because I paid with my card?,1 star,0.5055351257324219
I want to see what this fee is on my card payment.,5 stars,0.3736627697944641
Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before.,3 stars,0.29826784133911133
how do i avoid charges in the future,5 stars,0.4649195075035095
An extra fee has been added to my card payment is this correct?,3 stars,0.3101646304130554
Why was there an extra charge because I used my card to pay?,1 star,0.42616724967956543
Why do I have to pay extra for using my card?,1 star,0.3941073417663574
"Unbeknownst to me, there was an additional charge on my prior transaction. A notification of sorts should be required and explained before future payments are made.",4 stars,0.30493682622909546
I paid with my card and was charged extra,5 stars,0.36884045600891113
My account was charged a fee. When did you start charging extra for card payments?,1 star,0.45140475034713745
Explain the extra fee on my card when paying.,5 stars,0.4056141972541809
I was charged and shouldn't have been charged when using my card!,1 star,0.702663242816925
I have a fee and I don't know why,3 stars,0.3463791310787201
I was mistakenly charged a fee for using my card.,1 star,0.4499938488006592
tell me why I was charged more with my card?,1 star,0.3118855059146881
"My card is showing a fee from when I used it, but I thought this card was supposed to be fee free?",1 star,0.2952168583869934
There was an extra fee when I paid with the card.,3 stars,0.28087300062179565
I think I was wrongly charged in a recent transaction when I used my card.,1 star,0.47305911779403687
"I have been charged a fee, I didn't know about this fee before! When do you charge extra for card payments?",1 star,0.3247288763523102
I was spending cash with my card and got a fee.,1 star,0.3153645694255829
What are these fees i am paying?,1 star,0.44918301701545715
Why have I been charged a fee for card payment?,1 star,0.478615403175354
How come I was charged an extra fee when paying with the card?,1 star,0.4173368215560913
Why is there a charged fee for debit or credit card payment?,1 star,0.4145916998386383
Am I getting charged for making a payment?,1 star,0.4925099015235901
Why do some of my payments have fees?  I don't understand.,2 stars,0.39060118794441223
Why did I have to pay an additional amount when using my card to pay?,1 star,0.4648135304450989
I paid with my card and I was charged a fee,5 stars,0.291230708360672
There was a charge applied when I used my card.,1 star,0.40761661529541016
I was charged a hidden fee when I paid with card.,1 star,0.5170783400535583
Why does it cost more to pay with my card?,1 star,0.3563614785671234
Is there a place to check for fee for payments? I feel like I'm getting charged too much at times.,2 stars,0.462589293718338
I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before.,2 stars,0.3046526312828064
Why was I charged extra when paying with card?,1 star,0.44595181941986084
Why am I charged a fee when using my debit or credit card?,1 star,0.5045851469039917
"I am getting charged fees on some payments.  Please help me understand, where are these fees disclosed?",3 stars,0.33758434653282166
Why was the price higher when I paid with my card?,2 stars,0.354348748922348
I just made an order and noticed an extra fee. Why have you charged me this without informing me?,1 star,0.5658512711524963
I didn't know I was going to get charged to use my card.,2 stars,0.34266555309295654
I have been charged an extra fee when buying from your store. Why is this?,1 star,0.5897863507270813
What is this extra fee that I got when I used my card to pay?,1 star,0.433655709028244
Was I charged extra for using my card?,3 stars,0.2834359109401703
Let me know when applying extra charges for payments. I just checked the app and saw a fee that I wasn't warned about.,3 stars,0.2603799104690552
Why was I charged an additional fee when paying with card?,1 star,0.42072635889053345
Why did I get charged extra?,1 star,0.46875452995300293
I paid with card and I was charged a fee,1 star,0.33481505513191223
I made a purchase but never expected to see a fee charged for the transaction.,3 stars,0.36363592743873596
I was charged for using my card?,1 star,0.5051767826080322
My card was charged more than expected.,5 stars,0.6488377451896667
Where can I check to see if there will be a fee added to my payment? Are there specific instances that will result in a fee added?,1 star,0.31276851892471313
Why have i been charged a fee for using my card?,1 star,0.5032109022140503
Why was I charged extra using my card?,1 star,0.430765300989151
How was I charged extra when I used my card to pay?,1 star,0.5315028429031372
When do i get charged a fee for using the card?,1 star,0.3374941051006317
"I see I was charged extra when I used the card.  I am not sure why, please tell me why.",3 stars,0.40731003880500793
Why was I charged a fee for my card payment?,1 star,0.495312362909317
Why was I charged an extra fee when using the card?,1 star,0.44108596444129944
Let me know when you charge for payments. I just checked the app and saw a fee that I wasn't warned about.,3 stars,0.24552838504314423
What is the charge for paying with my card?,3 stars,0.2489013522863388
I paid with my card and ended up being charged a fee.,1 star,0.29806122183799744
Why is there a fee on a card payment?,1 star,0.4479294717311859
I was unaware of the additional charge that was added onto my previous payment. A notification of extra charges would be appreciated in the future.,3 stars,0.4229474663734436
I don't think I should have been charged a fee to use my card.,1 star,0.3860580623149872
A fee that shouldn't be there is there after using my card!,1 star,0.46757689118385315
"How do I see what fees I am supposed to be charged on my account? I've noticed fees on some transactions, but not on others. This is very confusing and I cannot find a pattern to what I am being charged?",2 stars,0.41227826476097107
Why am I getting charged more for using my card?,2 stars,0.34162047505378723
I see a fee that I think was charged because I paid by card.,3 stars,0.27797672152519226
What are the fees imposed when I make a transaction?,1 star,0.34114599227905273
What was the extra charge for using my card?,3 stars,0.2484307736158371
Why was a fee added to my bill when I used my card?,1 star,0.3834819197654724
Please tell my why I was charged a fee for using my card?,1 star,0.533297598361969
How can I check how much free spending I have left? I have some big purchases coming up and want to know where I can look for any info.,3 stars,0.26466721296310425
I was charged a fee when buying stuff with my card.,1 star,0.3681384027004242
I was charged an additional amount of money for making a purchase with my card,1 star,0.2920423746109009
What is the fee charged for using my card?,1 star,0.26675549149513245
I just saw a fee on my account. When do these get charged?,1 star,0.5647273659706116
Is it normal to get charged extra when i use my card?,3 stars,0.41462454199790955
This fee shouldn't be there after I paid with a card.,1 star,0.5951003432273865
Why am I charged an extra fee on my card?,1 star,0.5231781005859375
Why did I get charged more for using my card?,2 stars,0.3355737030506134
I recently bought an item using my card and I was charged an extra fee why is this?,1 star,0.5744800567626953
I am angry that I got charged for using my card.,1 star,0.6655297875404358
I wanted to know why i got an additional fee when i use my card.,3 stars,0.3487796485424042
"Is there a fee for making a payment? If so, let me know why.",3 stars,0.37260767817497253
Please tell me why I would have to pay a fee for a recent payment. Thanks.,1 star,0.3924879729747772
Why was I charged a fee for debit or credit card payment?,1 star,0.4805588722229004
Why was an extra charge added when I used my card?,2 stars,0.2991598844528198
Why have I been charged a small fee to use my card?,1 star,0.4336813986301422
I was charged an extra fee for a card payment. I was unaware of these fees beforehand.,1 star,0.3933804929256439
Why is there a fee associated with card use?,1 star,0.34384870529174805
What is this fee showing up in my account for?,1 star,0.3243592083454132
